recipe,ingredient,grams,kcal_100,protein_100,fat_100,carbs_100,fiber_100,protein_contribution,kcal_contribution
Треска с киноа и кабачком,Киноа,60,368,14,6,64,7,8.4,220.8
Треска с киноа и кабачком,Кабачок,150,17,1.2,0.3,3.1,1,1.8,25.5
Треска с киноа и кабачком,Лимон,15,29,1.1,0.3,9.3,2.8,0.17,4.3
Треска с киноа и кабачком,Оливковое масло,5,884,0,100,0,0,0.0,44.2
Треска с киноа и кабачком,Петрушка,4,36,3,0.8,6.3,3.3,0.12,1.4
Кускус с консервированным тунцом и огурцом,Кускус,65,376,12.8,0.6,77,5,8.32,244.4
Кускус с консервированным тунцом и огурцом,Тунец консервированный в собственном соку,120,116,25.5,0.8,0,0,30.6,139.2
Кускус с консервированным тунцом и огурцом,Огурцы,120,15,0.7,0.1,3.6,0.5,0.84,18.0
Кускус с консервированным тунцом и огурцом,Помидоры,100,18,0.9,0.2,3.9,1.2,0.9,18.0
Кускус с консервированным тунцом и огурцом,Лимон,10,29,1.1,0.3,9.3,2.8,0.11,2.9
Кускус с консервированным тунцом и огурцом,Оливковое масло,5,884,0,100,0,0,0.0,44.2
Булгур быстрого приготовления с нутом и томатами,Булгур,60,342,12,1.3,76,12.5,7.2,205.2
Булгур быстрого приготовления с нутом и томатами,Нут готовый,130,164,8.9,2.6,27.4,7.6,11.57,213.2
Булгур быстрого приготовления с нутом и томатами,Помидоры,130,18,0.9,0.2,3.9,1.2,1.17,23.4
Булгур быстрого приготовления с нутом и томатами,Огурцы,100,15,0.7,0.1,3.6,0.5,0.7,15.0
Булгур быстрого приготовления с нутом и томатами,Лимон,10,29,1.1,0.3,9.3,2.8,0.11,2.9
Булгур быстрого приготовления с нутом и томатами,Оливковое масло,5,884,0,100,0,0,0.0,44.2
Омлет с помидорами и фетой за 10 минут,Яйца,120,143,12.6,9.5,0.7,0,15.12,171.6
Омлет с помидорами и фетой за 10 минут,Помидоры,120,18,0.9,0.2,3.9,1.2,1.08,21.6
Омлет с помидорами и фетой за 10 минут,Фета,35,265,14.2,21.5,3.9,0,4.97,92.8
Омлет с помидорами и фетой за 10 минут,Шпинат,60,23,2.9,0.4,3.6,2.2,1.74,13.8
Омлет с помидорами и фетой за 10 минут,Оливковое масло,4,884,0,100,0,0,0.0,35.4
Омлет с помидорами и фетой за 10 минут,Соль,0.6,0,0,0,0,0,0.0,0.0
Омлет с помидорами и фетой за 10 минут,Чёрный перец,0.2,251,10.4,3.3,64,25,0.02,0.5
Тофу с кабачком и соевым соусом,Тофу,160,144,17,9,3,2,27.2,230.4
Тофу с кабачком и соевым соусом,Кабачок,160,17,1.2,0.3,3.1,1,1.92,27.2
Тофу с кабачком и соевым соусом,Соевый соус,15,53,8.1,0.6,4.9,0.8,1.22,8.0
Тофу с кабачком и соевым соусом,Имбирь,3,80,1.8,0.8,17.8,2,0.05,2.4
Тофу с кабачком и соевым соусом,Чеснок,2,149,6.4,0.5,33.1,2.1,0.13,3.0
Тофу с кабачком и соевым соусом,Оливковое масло,4,884,0,100,0,0,0.0,35.4
Креветки с кускусом и лимоном,Креветки сырые,160,85,20.1,0.5,0.2,0,32.16,136.0
Креветки с кускусом и лимоном,Кускус,60,376,12.8,0.6,77,5,7.68,225.6
Креветки с кускусом и лимоном,Огурцы,100,15,0.7,0.1,3.6,0.5,0.7,15.0
Креветки с кускусом и лимоном,Лимон,12,29,1.1,0.3,9.3,2.8,0.13,3.5
Креветки с кускусом и лимоном,Оливковое масло,5,884,0,100,0,0,0.0,44.2
Креветки с кускусом и лимоном,Петрушка,3,36,3,0.8,6.3,3.3,0.09,1.1
Тёплый боул с фасолью и рисом,Фасоль готовая,140,127,8.7,0.5,22.8,6.4,12.18,177.8
Тёплый боул с фасолью и рисом,Рис,60,360,7,1,79,1.3,4.2,216.0
Тёплый боул с фасолью и рисом,Помидоры,120,18,0.9,0.2,3.9,1.2,1.08,21.6
Тёплый боул с фасолью и рисом,Авокадо,60,160,2,15,8.5,6.7,1.2,96.0
Тёплый боул с фасолью и рисом,Лимон,10,29,1.1,0.3,9.3,2.8,0.11,2.9
Тост с консервированным тунцом и авокадо,Хлеб цельнозерновой,80,252,12.45,3.5,42.71,6,9.96,201.6
Тост с консервированным тунцом и авокадо,Тунец консервированный в собственном соку,120,116,25.5,0.8,0,0,30.6,139.2
Тост с консервированным тунцом и авокадо,Авокадо,65,160,2,15,8.5,6.7,1.3,104.0
Тост с консервированным тунцом и авокадо,Помидоры,100,18,0.9,0.2,3.9,1.2,0.9,18.0
Тост с консервированным тунцом и авокадо,Лимон,8,29,1.1,0.3,9.3,2.8,0.09,2.3
Тост с консервированным тунцом и авокадо,Чёрный перец,0.2,251,10.4,3.3,64,25,0.02,0.5
Тёплый кускус с чечевицей и шпинатом,Кускус,60,376,12.8,0.6,77,5,7.68,225.6
Тёплый кускус с чечевицей и шпинатом,Чечевица готовая,140,116,9.0,0.4,20.1,7.9,12.6,162.4
Тёплый кускус с чечевицей и шпинатом,Шпинат,80,23,2.9,0.4,3.6,2.2,2.32,18.4
Тёплый кускус с чечевицей и шпинатом,Помидоры,100,18,0.9,0.2,3.9,1.2,0.9,18.0
Тёплый кускус с чечевицей и шпинатом,Лимон,10,29,1.1,0.3,9.3,2.8,0.11,2.9
Тёплый кускус с чечевицей и шпинатом,Оливковое масло,5,884,0,100,0,0,0.0,44.2
Гречка с яйцом и шпинатом,Гречка,70,343,13,3.4,72,10,9.1,240.1
Гречка с яйцом и шпинатом,Яйца,120,143,12.6,9.5,0.7,0,15.12,171.6
Гречка с яйцом и шпинатом,Шпинат,80,23,2.9,0.4,3.6,2.2,2.32,18.4
Гречка с яйцом и шпинатом,Помидоры,100,18,0.9,0.2,3.9,1.2,0.9,18.0
Гречка с яйцом и шпинатом,Оливковое масло,4,884,0,100,0,0,0.0,35.4
Гречка с яйцом и шпинатом,Соль,0.7,0,0,0,0,0,0.0,0.0
Картофель с фасолью и томатным соусом,Картофель,240,77,2,0.1,17,2.2,4.8,184.8
Картофель с фасолью и томатным соусом,Фасоль готовая,150,127,8.7,0.5,22.8,6.4,13.05,190.5
Картофель с фасолью и томатным соусом,Томатная паста,30,82,4.3,0.5,18.9,4.1,1.29,24.6
Картофель с фасолью и томатным соусом,Помидоры,120,18,0.9,0.2,3.9,1.2,1.08,21.6
Картофель с фасолью и томатным соусом,Чеснок,2,149,6.4,0.5,33.1,2.1,0.13,3.0
Картофель с фасолью и томатным соусом,Петрушка,3,36,3,0.8,6.3,3.3,0.09,1.1
Чечевица с рисом и морковью,Чечевица готовая,150,116,9.0,0.4,20.1,7.9,13.5,174.0
Чечевица с рисом и морковью,Рис,65,360,7,1,79,1.3,4.55,234.0
Чечевица с рисом и морковью,Морковь,120,41,0.9,0.2,10,2.8,1.08,49.2
Чечевица с рисом и морковью,Помидоры,100,18,0.9,0.2,3.9,1.2,0.9,18.0
Чечевица с рисом и морковью,Чеснок,2,149,6.4,0.5,33.1,2.1,0.13,3.0
Чечевица с рисом и морковью,Сушёные травы,1,250,10,5,40,25,0.1,2.5
Омлет с картофелем и шпинатом,Яйца,120,143,12.6,9.5,0.7,0,15.12,171.6
Омлет с картофелем и шпинатом,Картофель,160,77,2,0.1,17,2.2,3.2,123.2
Омлет с картофелем и шпинатом,Шпинат,70,23,2.9,0.4,3.6,2.2,2.03,16.1
Омлет с картофелем и шпинатом,Оливковое масло,4,884,0,100,0,0,0.0,35.4
Омлет с картофелем и шпинатом,Соль,0.7,0,0,0,0,0,0.0,0.0
Омлет с картофелем и шпинатом,Чёрный перец,0.2,251,10.4,3.3,64,25,0.02,0.5
Булгур с чечевицей и морковью,Булгур,65,342,12,1.3,76,12.5,7.8,222.3
Булгур с чечевицей и морковью,Чечевица готовая,140,116,9.0,0.4,20.1,7.9,12.6,162.4
Булгур с чечевицей и морковью,Морковь,120,41,0.9,0.2,10,2.8,1.08,49.2
Булгур с чечевицей и морковью,Помидоры,100,18,0.9,0.2,3.9,1.2,0.9,18.0
Булгур с чечевицей и морковью,Лимон,8,29,1.1,0.3,9.3,2.8,0.09,2.3
Булгур с чечевицей и морковью,Оливковое масло,4,884,0,100,0,0,0.0,35.4
Рис с фасолью и перцем,Рис,65,360,7,1,79,1.3,4.55,234.0
Рис с фасолью и перцем,Фасоль готовая,150,127,8.7,0.5,22.8,6.4,13.05,190.5
Рис с фасолью и перцем,Перец,120,31,1,0.3,6,2.1,1.2,37.2
Рис с фасолью и перцем,Помидоры,100,18,0.9,0.2,3.9,1.2,0.9,18.0
Рис с фасолью и перцем,Чеснок,2,149,6.4,0.5,33.1,2.1,0.13,3.0
"Овсянка с бананом, льном и сливочным маслом",Овсянка,55,370,13,7,62,10,7.15,203.5
"Овсянка с бананом, льном и сливочным маслом",Банан,100,89,1.1,0.3,23,2.6,1.1,89.0
"Овсянка с бананом, льном и сливочным маслом",Семена льна,8,534,18,42,29,27,1.44,42.7
"Овсянка с бананом, льном и сливочным маслом",Сливочное масло,7,717,0.9,81.1,0.1,0,0.06,50.2
"Овсянка с бананом, льном и сливочным маслом",Соль,0.4,0,0,0,0,0,0.0,0.0
Овсянка с яблоком и семенами льна,Овсянка,55,370,13,7,62,10,7.15,203.5
Овсянка с яблоком и семенами льна,Яблоко,120,52,0.3,0.2,14,2.4,0.36,62.4
Овсянка с яблоком и семенами льна,Семена льна,10,534,18,42,29,27,1.8,53.4
Овсянка с яблоком и семенами льна,Соль,0.4,0,0,0,0,0,0.0,0.0
Рис с курицей и морковью,Курица,150,120,22.5,2.6,0,0,33.75,180.0
Рис с курицей и морковью,Рис,70,360,7,1,79,1.3,4.9,252.0
Рис с курицей и морковью,Морковь,130,41,0.9,0.2,10,2.8,1.17,53.3
Рис с курицей и морковью,Помидоры,100,18,0.9,0.2,3.9,1.2,0.9,18.0
Рис с курицей и морковью,Чеснок,2,149,6.4,0.5,33.1,2.1,0.13,3.0
Рис с курицей и морковью,Соль,0.7,0,0,0,0,0,0.0,0.0
Индейка с гречкой и морковью,Индейка,150,114,23.7,1.5,0,0,35.55,171.0
Индейка с гречкой и морковью,Гречка,70,343,13,3.4,72,10,9.1,240.1
Индейка с гречкой и морковью,Морковь,120,41,0.9,0.2,10,2.8,1.08,49.2
Индейка с гречкой и морковью,Кабачок,120,17,1.2,0.3,3.1,1,1.44,20.4
Индейка с гречкой и морковью,Оливковое масло,4,884,0,100,0,0,0.0,35.4
Индейка с гречкой и морковью,Соль,0.7,0,0,0,0,0,0.0,0.0
Треска с картофелем и морковью,Треска,170,82,18,0.7,0,0,30.6,139.4
Треска с картофелем и морковью,Картофель,220,77,2,0.1,17,2.2,4.4,169.4
Треска с картофелем и морковью,Морковь,120,41,0.9,0.2,10,2.8,1.08,49.2
Треска с картофелем и морковью,Лимон,10,29,1.1,0.3,9.3,2.8,0.11,2.9
Треска с картофелем и морковью,Оливковое масло,4,884,0,100,0,0,0.0,35.4
Курица с булгуром и кабачком,Курица,150,120,22.5,2.6,0,0,33.75,180.0
